,Ticker,Exchange,Name,Sector,Industry
2695,SGYP,NASDAQ,Synergy Pharmaceuticals Inc,Health Care,Major Pharmaceuticals
2696,SHBI,NASDAQ,Shore Bancshares Inc,Finance,Major Banks
2697,SHEN,NASDAQ,Shenandoah Telecommunications Co,Public Utilities,Telecommunications Equipment
2698,SHIP,NASDAQ,Seanergy Maritime Holdings Corp,Transportation,Marine Transportation
2699,SHIPW,NASDAQ,Seanergy Maritime Holdings Corp,Transportation,Marine Transportation
2700,SHLD,NASDAQ,Sears Holdings Corporation,Consumer Services,Department Specialty Retail Stores
2701,SHLDW,NASDAQ,Sears Holdings Corporation,Consumer Services,Department Specialty Retail Stores
2702,SHLM,NASDAQ,A Schulman Inc,Basic Industries,Major Chemicals
2703,SHLO,NASDAQ,Shiloh Industries Inc,Capital Goods,Industrial Specialties
2704,SHOO,NASDAQ,Steven Madden Ltd,Consumer Nondurables,Shoe Manufacturing
2705,SHOS,NASDAQ,Sears Hometown And Outlet Stores Inc,Consumer Services,Department Specialty Retail Stores
2706,SHPG,NASDAQ,Shire Plc,Health Care,Major Pharmaceuticals
2707,SHSP,NASDAQ,Sharpspring Inc,Technology,Computer Software Prepackaged Software
2708,SHV,NASDAQ,Ishares Short Treasury Bond Etf,Missing,Missing
2709,SHY,NASDAQ,Ishares 13 Year Treasury Bond Etf,Missing,Missing
2710,SIEB,NASDAQ,Siebert Financial Corp,Finance,Investment Bankers Brokers Service
2711,SIEN,NASDAQ,Sientra Inc,Health Care,Industrial Specialties
2712,SIFI,NASDAQ,Si Financial Group Inc,Finance,Savings Institutions
2713,SIFY,NASDAQ,Sify Technologies Limited,Technology,Computer Software Programming Data Processing
2714,SIGA,NASDAQ,Siga Technologies Inc,Health Care,Major Pharmaceuticals
2715,SIGI,NASDAQ,Selective Insurance Group Inc,Finance,Propertycasualty Insurers
2716,SIGM,NASDAQ,Sigma Designs Inc,Technology,Semiconductors
2717,SILC,NASDAQ,Silicom Ltd,Technology,Computer Communications Equipment
2718,SIMO,NASDAQ,Silicon Motion Technology Corporation,Technology,Semiconductors
2719,SINA,NASDAQ,Sina Corporation,Technology,Computer Software Prepackaged Software
2720,SINO,NASDAQ,Sinoglobal Shipping America Ltd,Transportation,Oil Refining Marketing
2721,SIR,NASDAQ,Select Income Reit,Consumer Services,Real Estate Investment Trusts
2722,SIRI,NASDAQ,Sirius Xm Holdings Inc,Consumer Services,Broadcasting
2723,SITO,NASDAQ,Sito Mobile Ltd,Miscellaneous,Business Services
2724,SIVB,NASDAQ,Svb Financial Group,Finance,Major Banks
2725,SKIS,NASDAQ,Peak Resorts Inc,Consumer Services,Hotels Resorts
2726,SKOR,NASDAQ,Flexshares Creditscored Us Corporate Bond Index Fund,Missing,Missing
2727,SKYS,NASDAQ,Sky Solar Holdings Ltd,Public Utilities,Electric Utilities Central
2728,SKYW,NASDAQ,Skywest Inc,Transportation,Air Freight Delivery Services
2729,SKYY,NASDAQ,First Trust Cloud Computing Etf,Missing,Missing
2730,SLAB,NASDAQ,Silicon Laboratories Inc,Technology,Semiconductors
2731,SLCT,NASDAQ,Select Bancorp Inc,Finance,Major Banks
2732,SLDB,NASDAQ,Solid Biosciences Inc,Health Care,Biotechnology Biological Products No Diagnostic Substances
2733,SLGL,NASDAQ,Solgel Technologies Ltd,Health Care,Major Pharmaceuticals
2734,SLGN,NASDAQ,Silgan Holdings Inc,Consumer Durables,Containers Packaging
2735,SLIM,NASDAQ,The Obesity Etf,Missing,Missing
2736,SLM,NASDAQ,Slm Corporation,Finance,Finance Consumer Services
2737,SLMBP,NASDAQ,Slm Corporation,Finance,Finance Consumer Services
2738,SLNO,NASDAQ,Soleno Therapeutics Inc,Health Care,Biotechnology Electromedical And Electrotherapeutic Apparatus
2739,SLNOW,NASDAQ,Soleno Therapeutics Inc,Health Care,Biotechnology Electromedical And Electrotherapeutic Apparatus
2740,SLP,NASDAQ,Simulations Plus Inc,Technology,Edp Services
2741,SLQD,NASDAQ,Ishares 05 Year Investment Grade Corporate Bond Etf,Missing,Missing
2742,SLRC,NASDAQ,Solar Capital Ltd,Missing,Missing
2743,SLS,NASDAQ,Sellas Life Sciences Group Inc,Health Care,Major Pharmaceuticals
2744,SLVO,NASDAQ,Credit Suisse Ag,Finance,Investment Bankers Brokers Service
2745,SMBC,NASDAQ,Southern Missouri Bancorp Inc,Finance,Banks
2746,SMBK,NASDAQ,Smartfinancial Inc,Finance,Major Banks
2747,SMCI,NASDAQ,Super Micro Computer Inc,Technology,Computer Manufacturing
2748,SMCP,NASDAQ,Alphamark Actively Managed Small Cap Etf,Missing,Missing
2749,SMED,NASDAQ,Sharps Compliance Corp,Basic Industries,Environmental Services
2750,SMIT,NASDAQ,Schmitt Industries Inc,Capital Goods,Industrial Machinery Components
2751,SMMF,NASDAQ,Summit Financial Group Inc,Finance,Major Banks
2752,SMMT,NASDAQ,Summit Therapeutics Plc,Health Care,Major Pharmaceuticals
2753,SMPL,NASDAQ,The Simply Good Foods Company,Consumer Nondurables,Packaged Foods
2754,SMPLW,NASDAQ,The Simply Good Foods Company,Consumer Nondurables,Packaged Foods
2755,SMRT,NASDAQ,Stein Mart Inc,Consumer Services,Clothing Shoe Accessory Stores
2756,SMSI,NASDAQ,Smith Micro Software Inc,Technology,Computer Software Prepackaged Software
2757,SMTC,NASDAQ,Semtech Corporation,Technology,Semiconductors
2758,SMTX,NASDAQ,Smtc Corporation,Technology,Electrical Products
2759,SNBR,NASDAQ,Sleep Number Corporation,Consumer Durables,Home Furnishings
2760,SNCR,NASDAQ,Synchronoss Technologies Inc,Technology,Edp Services
2761,SND,NASDAQ,Smart Sand Inc,Basic Industries,Mining And Quarrying Of Nonmetallic Minerals No Fuels
2762,SNDE,NASDAQ,Sundance Energy Australia Limited,Energy,Oil And Gas Production
2763,SNDX,NASDAQ,Syndax Pharmaceuticals Inc,Health Care,Major Pharmaceuticals
2764,SNES,NASDAQ,Senestech Inc,Basic Industries,Agricultural Chemicals
2765,SNFCA,NASDAQ,Security National Financial Corporation,Finance,Finance Consumer Services
2766,SNGX,NASDAQ,Soligenix Inc,Health Care,Major Pharmaceuticals
2767,SNGXW,NASDAQ,Soligenix Inc,Health Care,Major Pharmaceuticals
2768,SNH,NASDAQ,Senior Housing Properties Trust,Consumer Services,Real Estate Investment Trusts
2769,SNHNI,NASDAQ,Senior Housing Properties Trust,Consumer Services,Real Estate Investment Trusts
2770,SNHNL,NASDAQ,Senior Housing Properties Trust,Consumer Services,Real Estate Investment Trusts
2771,SNHY,NASDAQ,Sun Hydraulics Corporation,Capital Goods,Metal Fabrications
2772,SNLN,NASDAQ,Highland Iboxx Senior Loan Etf,Missing,Missing
2773,SNMX,NASDAQ,Senomyx Inc,Health Care,Biotechnology Commercial Physical And Biological Resarch
2774,SNNA,NASDAQ,Sienna Biopharmaceuticals Inc,Health Care,Major Pharmaceuticals
2775,SNOA,NASDAQ,Sonoma Pharmaceuticals Inc,Health Care,Major Pharmaceuticals
2776,SNOAW,NASDAQ,Sonoma Pharmaceuticals Inc,Health Care,Major Pharmaceuticals
2777,SNPS,NASDAQ,Synopsys Inc,Technology,Computer Software Prepackaged Software
2778,SNSR,NASDAQ,Global X Internet Of Things Etf,Missing,Missing
2779,SNSS,NASDAQ,Sunesis Pharmaceuticals Inc,Health Care,Major Pharmaceuticals
2780,SOCL,NASDAQ,Global X Social Media Etf,Missing,Missing
2781,SODA,NASDAQ,Sodastream International Ltd,Consumer Durables,Consumer Electronics Appliances
2782,SOFO,NASDAQ,Sonic Foundry Inc,Technology,Radio And Television Broadcasting And Communications Equipment
2783,SOHO,NASDAQ,Sotherly Hotels Inc,Consumer Services,Real Estate Investment Trusts
2784,SOHOB,NASDAQ,Sotherly Hotels Inc,Consumer Services,Real Estate Investment Trusts
2785,SOHOK,NASDAQ,Sotherly Hotels Lp,Consumer Services,Real Estate Investment Trusts
2786,SOHOO,NASDAQ,Sotherly Hotels Inc,Consumer Services,Real Estate Investment Trusts
2787,SOHU,NASDAQ,Sohucom Inc,Technology,Edp Services
2788,SONA,NASDAQ,Southern National Bancorp Of Virginia Inc,Finance,Major Banks
2789,SONC,NASDAQ,Sonic Corp,Consumer Services,Restaurants
2790,SORL,NASDAQ,Sorl Auto Parts Inc,Capital Goods,Auto Partsoem
2791,SOXX,NASDAQ,Ishares Phlx Sox Semiconductor Sector Index Fund,Missing,Missing
2792,SP,NASDAQ,Sp Plus Corporation,Consumer Services,Rental Leasing Companies
2793,SPAR,NASDAQ,Spartan Motors Inc,Capital Goods,Auto Manufacturing
2794,SPCB,NASDAQ,Supercom Ltd,Technology,Semiconductors
2795,SPEX,NASDAQ,Spherix Incorporated,Miscellaneous,Multisector Companies
2796,SPHS,NASDAQ,Sophiris Bio Inc,Health Care,Major Pharmaceuticals
2797,SPI,NASDAQ,Spi Energy Co Ltd,Technology,Semiconductors
2798,SPKE,NASDAQ,Spark Energy Inc,Public Utilities,Power Generation
2799,SPKEP,NASDAQ,Spark Energy Inc,Public Utilities,Power Generation
2800,SPLK,NASDAQ,Splunk Inc,Technology,Computer Software Prepackaged Software
2801,SPNE,NASDAQ,Seaspine Holdings Corporation,Health Care,Medical Dental Instruments
2802,SPNS,NASDAQ,Sapiens International Corporation Nv,Technology,Computer Software Prepackaged Software
2803,SPOK,NASDAQ,Spok Holdings Inc,Public Utilities,Telecommunications Equipment
2804,SPPI,NASDAQ,Spectrum Pharmaceuticals Inc,Health Care,Major Pharmaceuticals
2805,SPRO,NASDAQ,Spero Therapeutics Inc,Health Care,Major Pharmaceuticals
2806,SPRT,NASDAQ,Supportcom Inc,Technology,Edp Services
2807,SPSC,NASDAQ,Sps Commerce Inc,Technology,Computer Software Prepackaged Software
2808,SPTN,NASDAQ,Spartannash Company,Consumer Nondurables,Food Distributors
2809,SPWH,NASDAQ,Sportsmans Warehouse Holdings Inc,Consumer Services,Other Specialty Stores
2810,SPWR,NASDAQ,Sunpower Corporation,Technology,Semiconductors
2811,SQBG,NASDAQ,Sequential Brands Group Inc,Consumer Nondurables,Apparel
2812,SQLV,NASDAQ,Legg Mason Smallcap Quality Value Etf,Missing,Missing
2813,SQQQ,NASDAQ,Proshares Ultrapro Short Qqq,Missing,Missing
2814,SQZZ,NASDAQ,Active Alts Contrarian Etf,Missing,Missing
2815,SRAX,NASDAQ,Social Reality Inc,Technology,Advertising
2816,SRCE,NASDAQ,1St Source Corporation,Finance,Major Banks
2817,SRCL,NASDAQ,Stericycle Inc,Basic Industries,Environmental Services
2818,SRCLP,NASDAQ,Stericycle Inc,Basic Industries,Environmental Services
2819,SRDX,NASDAQ,Surmodics Inc,Health Care,Medical Dental Instruments
2820,SRET,NASDAQ,Global X Superdividend Reit Etf,Missing,Missing
2821,SREV,NASDAQ,Servicesource International Inc,Miscellaneous,Business Services
2822,SRNE,NASDAQ,Sorrento Therapeutics Inc,Health Care,Biotechnology Commercial Physical And Biological Resarch
2823,SRPT,NASDAQ,Sarepta Therapeutics Inc,Health Care,Major Pharmaceuticals
2824,SRRA,NASDAQ,Sierra Oncology Inc,Health Care,Major Pharmaceuticals
2825,SRTS,NASDAQ,Sensus Healthcare Inc,Health Care,Medical Dental Instruments
2826,SRTSW,NASDAQ,Sensus Healthcare Inc,Health Care,Medical Dental Instruments
2827,SSB,NASDAQ,South State Corporation,Finance,Major Banks
2828,SSBI,NASDAQ,Summit State Bank,Missing,Missing
2829,SSC,NASDAQ,Seven Stars Cloud Group Inc,Consumer Services,Television Services
2830,SSFN,NASDAQ,Stewardship Financial Corp,Finance,Major Banks
2831,SSKN,NASDAQ,Strata Skin Sciences Inc,Health Care,Medical Dental Instruments
2832,SSLJ,NASDAQ,Ssljcom Limited,Finance,Diversified Commercial Services
2833,SSNC,NASDAQ,Ssandc Technologies Holdings Inc,Technology,Computer Software Prepackaged Software
2834,SSNT,NASDAQ,Silversun Technologies Inc,Miscellaneous,Business Services
2835,SSRM,NASDAQ,Ssr Mining Inc,Basic Industries,Precious Metals
2836,SSTI,NASDAQ,Shotspotter Inc,Technology,Computer Software Prepackaged Software
2837,SSYS,NASDAQ,Stratasys Ltd,Technology,Computer Peripheral Equipment
2838,STAA,NASDAQ,Staar Surgical Company,Health Care,Ophthalmic Goods
2839,STAF,NASDAQ,Staffing 360 Solutions Inc,Technology,Professional Services
2840,STBA,NASDAQ,Sandt Bancorp Inc,Finance,Major Banks
2841,STBZ,NASDAQ,State Bank Financial Corporation,Finance,Major Banks
2842,STCN,NASDAQ,Steel Connect Inc,Miscellaneous,Business Services
2843,STDY,NASDAQ,Steadymed Ltd,Health Care,Major Pharmaceuticals
2844,STFC,NASDAQ,State Auto Financial Corporation,Finance,Propertycasualty Insurers
2845,STKL,NASDAQ,Sunopta Inc,Consumer Services,Farming Seeds Milling
2846,STKS,NASDAQ,The One Group Hospitality Inc,Consumer Services,Restaurants
2847,STLD,NASDAQ,Steel Dynamics Inc,Basic Industries,Steel Iron Ore
2848,STLR,NASDAQ,Stellar Acquisition Iii Inc,Technology,Edp Services
2849,STLRU,NASDAQ,Stellar Acquisition Iii Inc,Technology,Edp Services
2850,STLRW,NASDAQ,Stellar Acquisition Iii Inc,Technology,Edp Services
2851,STML,NASDAQ,Stemline Therapeutics Inc,Health Care,Major Pharmaceuticals
2852,STMP,NASDAQ,Stampscom Inc,Miscellaneous,Business Services
2853,STNL,NASDAQ,Sentinel Energy Services Inc,Finance,Business Services
2854,STNLU,NASDAQ,Sentinel Energy Services Inc,Finance,Business Services
2855,STNLW,NASDAQ,Sentinel Energy Services Inc,Finance,Business Services
2856,STPP,NASDAQ,Barclays Plc,Finance,Commercial Banks
2857,STRA,NASDAQ,Strayer Education Inc,Consumer Services,Other Consumer Services
2858,STRL,NASDAQ,Sterling Construction Company Inc,Basic Industries,Military Government Technical
2859,STRM,NASDAQ,Streamline Health Solutions Inc,Technology,Edp Services
2860,STRS,NASDAQ,Stratus Properties Inc,Consumer Services,Homebuilding
2861,STRT,NASDAQ,Strattec Security Corporation,Capital Goods,Auto Partsoem
2862,STX,NASDAQ,Seagate Technology Plc,Technology,Electronic Components
2863,STXB,NASDAQ,Spirit Of Texas Bancshares Inc,Finance,Major Banks
2864,SUMR,NASDAQ,Summer Infant Inc,Consumer Durables,Miscellaneous Manufacturing Industries
2865,SUNS,NASDAQ,Solar Senior Capital Ltd,Missing,Missing
2866,SUNW,NASDAQ,Sunworks Inc,Public Utilities,Telecommunications Equipment
2867,SUPN,NASDAQ,Supernus Pharmaceuticals Inc,Health Care,Major Pharmaceuticals
2868,SURF,NASDAQ,Surface Oncology Inc,Health Care,Biotechnology Biological Products No Diagnostic Substances
2869,SUSB,NASDAQ,Ishares Esg 15 Year Usd Corporate Bond Etf,Missing,Missing
2870,SUSC,NASDAQ,Ishares Esg Usd Corporate Bond Etf,Missing,Missing
2871,SVA,NASDAQ,Sinovac Biotech Ltd,Health Care,Major Pharmaceuticals
2872,SVBI,NASDAQ,Severn Bancorp Inc,Finance,Major Banks
2873,SVRA,NASDAQ,Savara Inc,Health Care,Major Pharmaceuticals
2874,SVVC,NASDAQ,Firsthand Technology Value Fund Inc,Missing,Missing
2875,SWIN,NASDAQ,Alps Dorsey Wright Sector Momentum Etf,Missing,Missing
2876,SWIR,NASDAQ,Sierra Wireless Inc,Technology,Radio And Television Broadcasting And Communications Equipment
2877,SWKS,NASDAQ,Skyworks Solutions Inc,Technology,Semiconductors
2878,SYBT,NASDAQ,Stock Yards Bancorp Inc,Finance,Major Banks
2879,SYBX,NASDAQ,Synlogic Inc,Missing,Missing
2880,SYKE,NASDAQ,Sykes Enterprises Incorporated,Technology,Edp Services
2881,SYMC,NASDAQ,Symantec Corporation,Technology,Computer Software Prepackaged Software
2882,SYNA,NASDAQ,Synaptics Incorporated,Technology,Semiconductors
2883,SYNC,NASDAQ,Synacor Inc,Technology,Computer Software Programming Data Processing
2884,SYNH,NASDAQ,Syneos Health Inc,Health Care,Biotechnology Commercial Physical And Biological Resarch
2885,SYNL,NASDAQ,Synalloy Corporation,Basic Industries,Steel Iron Ore
2886,SYNT,NASDAQ,Syntel Inc,Technology,Edp Services
2887,SYPR,NASDAQ,Sypris Solutions Inc,Capital Goods,Industrial Machinery Components
2888,SYRS,NASDAQ,Syros Pharmaceuticals Inc,Health Care,Major Pharmaceuticals
2889,TA,NASDAQ,Travelcenters Of America Llc,Consumer Durables,Automotive Aftermarket
2890,TACO,NASDAQ,Del Taco Restaurants Inc,Consumer Services,Restaurants
2891,TACOW,NASDAQ,Del Taco Restaurants Inc,Consumer Services,Restaurants
2892,TACT,NASDAQ,Transact Technologies Incorporated,Technology,Computer Peripheral Equipment
2893,TAIT,NASDAQ,Taitron Components Incorporated,Consumer Nondurables,Electronic Components
2894,TANH,NASDAQ,Tantech Holdings Ltd,Basic Industries,Major Chemicals
2895,TANNI,NASDAQ,Travelcenters Of America Llc,Consumer Durables,Automotive Aftermarket
2896,TANNL,NASDAQ,Travelcenters Of America Llc,Consumer Durables,Automotive Aftermarket
2897,TANNZ,NASDAQ,Travelcenters Of America Llc,Consumer Durables,Automotive Aftermarket
2898,TAPR,NASDAQ,Barclays Plc,Finance,Commercial Banks
2899,TAST,NASDAQ,Carrols Restaurant Group Inc,Consumer Services,Restaurants
2900,TATT,NASDAQ,Tat Technologies Ltd,Capital Goods,Aerospace
2901,TAX,NASDAQ,Liberty Tax Inc,Miscellaneous,Multisector Companies
2902,TAYD,NASDAQ,Taylor Devices Inc,Capital Goods,Industrial Machinery Components
2903,TBBK,NASDAQ,The Bancorp Inc,Finance,Major Banks
2904,TBK,NASDAQ,Triumph Bancorp Inc,Finance,Major Banks
2905,TBNK,NASDAQ,Territorial Bancorp Inc,Finance,Savings Institutions
2906,TBPH,NASDAQ,Theravance Biopharma Inc,Health Care,Major Pharmaceuticals
2907,TCBI,NASDAQ,Texas Capital Bancshares Inc,Finance,Major Banks
2908,TCBIL,NASDAQ,Texas Capital Bancshares Inc,Finance,Major Banks
2909,TCBIP,NASDAQ,Texas Capital Bancshares Inc,Finance,Major Banks
2910,TCBIW,NASDAQ,Texas Capital Bancshares Inc,Finance,Major Banks
2911,TCBK,NASDAQ,Trico Bancshares,Finance,Major Banks
2912,TCCO,NASDAQ,Technical Communications Corporation,Technology,Radio And Television Broadcasting And Communications Equipment
2913,TCFC,NASDAQ,The Community Financial Corporation,Finance,Major Banks
2914,TCGP,NASDAQ,The Carlyle Group Lp,Finance,Investment Managers
2915,TCMD,NASDAQ,Tactile Systems Technology Inc,Health Care,Medical Dental Instruments
2916,TCON,NASDAQ,Tracon Pharmaceuticals Inc,Health Care,Biotechnology Biological Products No Diagnostic Substances
2917,TCPC,NASDAQ,Tcp Capital Corp,Missing,Missing
2918,TCRD,NASDAQ,Thl Credit Inc,Missing,Missing
2919,TCX,NASDAQ,Tucows Inc,Technology,Edp Services
2920,TDIV,NASDAQ,First Trust Nasdaq Technology Dividend Index Fund,Missing,Missing
2921,TEAM,NASDAQ,Atlassian Corporation Plc,Technology,Computer Software Prepackaged Software
2922,TECD,NASDAQ,Tech Data Corporation,Technology,Retail Computer Software And Peripheral Equipment
2923,TECH,NASDAQ,Biotechne Corp,Health Care,Biotechnology Biological Products No Diagnostic Substances
2924,TEDU,NASDAQ,Tarena International Inc,Consumer Services,Other Consumer Services
2925,TELL,NASDAQ,Tellurian Inc,Energy,Oil And Gas Production
2926,TENX,NASDAQ,Tenax Therapeutics Inc,Health Care,Biotechnology Commercial Physical And Biological Resarch
2927,TERP,NASDAQ,Terraform Power Inc,Public Utilities,Electric Utilities Central
2928,TESS,NASDAQ,Tessco Technologies Incorporated,Consumer Nondurables,Electronic Components
2929,TFSL,NASDAQ,Tfs Financial Corporation,Finance,Savings Institutions
2930,TGA,NASDAQ,Transglobe Energy Corporation,Energy,Oil And Gas Production
2931,TGEN,NASDAQ,Tecogen Inc,Capital Goods,Industrial Machinery Components
2932,TGLS,NASDAQ,Tecnoglass Inc,Consumer Durables,Electronic Components
2933,TGTX,NASDAQ,Tg Therapeutics Inc,Health Care,Major Pharmaceuticals
2934,THFF,NASDAQ,First Financial Corporation Indiana,Finance,Major Banks
2935,THRM,NASDAQ,Gentherm Inc,Capital Goods,Auto Partsoem
2936,THST,NASDAQ,Truetthurst Inc,Consumer Nondurables,Beverages Production Distribution
2937,TIBR,NASDAQ,Tiberius Acquisition Corporation,Finance,Business Services
2938,TIBRU,NASDAQ,Tiberius Acquisition Corporation,Finance,Business Services
2939,TIBRW,NASDAQ,Tiberius Acquisition Corporation,Finance,Business Services
2940,TIG,NASDAQ,Tigenix,Health Care,Major Pharmaceuticals
2941,TILE,NASDAQ,Interface Inc,Consumer Durables,Home Furnishings
2942,TIPT,NASDAQ,Tiptree Inc,Finance,Propertycasualty Insurers
2943,TISA,NASDAQ,Top Image Systems Ltd,Technology,Computer Peripheral Equipment
2944,TITN,NASDAQ,Titan Machinery Inc,Consumer Services,Other Specialty Stores
2945,TIVO,NASDAQ,Tivo Corporation,Miscellaneous,Multisector Companies
2946,TLF,NASDAQ,Tandy Leather Factory Inc,Consumer Nondurables,Apparel
2947,TLGT,NASDAQ,Teligent Inc,Health Care,Major Pharmaceuticals
2948,TLND,NASDAQ,Talend Sa,Technology,Computer Software Prepackaged Software
2949,TLT,NASDAQ,Ishares 20+ Year Treasury Bond Etf,Missing,Missing
2950,TMCXU,NASDAQ,Trinity Merger Corp,Missing,Missing
2951,TMSR,NASDAQ,Tmsr Holding Company Limited,Finance,Business Services
2952,TMUS,NASDAQ,Tmobile Us Inc,Public Utilities,Telecommunications Equipment
2953,TNAV,NASDAQ,Telenav Inc,Capital Goods,Industrial Machinery Components
2954,TNDM,NASDAQ,Tandem Diabetes Care Inc,Health Care,Medical Dental Instruments
2955,TNTR,NASDAQ,Tintri Inc,Technology,Edp Services
2956,TNXP,NASDAQ,Tonix Pharmaceuticals Holding Corp,Health Care,Major Pharmaceuticals
2957,TOCA,NASDAQ,Tocagen Inc,Health Care,Major Pharmaceuticals
2958,TOPS,NASDAQ,Top Ships Inc,Transportation,Marine Transportation
2959,TORC,NASDAQ,Restorbio Inc,Health Care,Major Pharmaceuticals
2960,TOUR,NASDAQ,Tuniu Corporation,Consumer Services,Transportation Services
2961,TOWN,NASDAQ,Towne Bank,Missing,Missing
2962,TPIC,NASDAQ,Tpi Composites Inc,Energy,Industrial Machinery Components
2963,TPIV,NASDAQ,Tapimmune Inc,Health Care,Major Pharmaceuticals
2964,TQQQ,NASDAQ,Proshares Ultrapro Qqq,Missing,Missing
2965,TRCB,NASDAQ,Two River Bancorp,Finance,Major Banks
2966,TRCH,NASDAQ,Torchlight Energy Resources Inc,Energy,Oil And Gas Production
2967,TREE,NASDAQ,Lendingtree Inc,Finance,Finance Consumer Services
2968,TRHC,NASDAQ,Tabula Rasa Healthcare Inc,Miscellaneous,Business Services
2969,TRIB,NASDAQ,Trinity Biotech Plc,Health Care,Biotechnology In Vitro And In Vivo Diagnostic Substances
2970,TRIL,NASDAQ,Trillium Therapeutics Inc,Health Care,Major Pharmaceuticals
2971,TRIP,NASDAQ,Tripadvisor Inc,Technology,Computer Software Programming Data Processing
2972,TRMB,NASDAQ,Trimble Inc,Capital Goods,Industrial Machinery Components
2973,TRMD,NASDAQ,Torm Plc,Transportation,Marine Transportation
2974,TRMK,NASDAQ,Trustmark Corporation,Finance,Major Banks
2975,TRMT,NASDAQ,Tremont Mortgage Trust,Missing,Missing
2976,TRNC,NASDAQ,Tronc Inc,Consumer Services,Newspapers Magazines
2977,TRNS,NASDAQ,Transcat Inc,Capital Goods,Electrical Products
2978,TROV,NASDAQ,Trovagene Inc,Health Care,Biotechnology Biological Products No Diagnostic Substances
2979,TROW,NASDAQ,T Rowe Price Group Inc,Finance,Investment Bankers Brokers Service
2980,TRPX,NASDAQ,Therapix Biosciences Ltd,Health Care,Major Pharmaceuticals
2981,TRS,NASDAQ,Trimas Corporation,Capital Goods,Industrial Specialties
2982,TRST,NASDAQ,Trustco Bank Corp Ny,Finance,Major Banks
2983,TRUE,NASDAQ,Truecar Inc,Technology,Computer Software Programming Data Processing
2984,TRUP,NASDAQ,Trupanion Inc,Health Care,Medical Specialities
2985,TRVG,NASDAQ,Trivago Nv,Technology,Edp Services
2986,TRVN,NASDAQ,Trevena Inc,Health Care,Major Pharmaceuticals
2987,TSBK,NASDAQ,Timberland Bancorp Inc,Finance,Banks
2988,TSC,NASDAQ,Tristate Capital Holdings Inc,Finance,Major Banks
2989,TSCAP,NASDAQ,Tristate Capital Holdings Inc,Finance,Major Banks
2990,TSCO,NASDAQ,Tractor Supply Company,Consumer Services,Retail Building Materials
2991,TSEM,NASDAQ,Tower Semiconductor Ltd,Technology,Semiconductors
2992,TSG,NASDAQ,The Stars Group Inc,Technology,Computer Software Programming Data Processing
2993,TSLA,NASDAQ,Tesla Inc,Capital Goods,Auto Manufacturing
2994,TSRI,NASDAQ,Tsr Inc,Technology,Edp Services
2995,TSRO,NASDAQ,Tesaro Inc,Health Care,Major Pharmaceuticals
2996,TST,NASDAQ,Thestreet Inc,Consumer Services,Newspapers Magazines
2997,TTD,NASDAQ,The Trade Desk Inc,Technology,Computer Software Programming Data Processing
2998,TTEC,NASDAQ,Ttec Holdings Inc,Technology,Professional Services
2999,TTEK,NASDAQ,Tetra Tech Inc,Consumer Services,Military Government Technical
3000,TTGT,NASDAQ,Techtarget Inc,Miscellaneous,Business Services
3001,TTMI,NASDAQ,Ttm Technologies Inc,Technology,Electrical Products
3002,TTNP,NASDAQ,Titan Pharmaceuticals Inc,Health Care,Biotechnology Biological Products No Diagnostic Substances
3003,TTOO,NASDAQ,T2 Biosystems Inc,Health Care,Medical Dental Instruments
3004,TTPH,NASDAQ,Tetraphase Pharmaceuticals Inc,Health Care,Major Pharmaceuticals
3005,TTS,NASDAQ,Tile Shop Hldgs Inc,Consumer Services,Home Furnishings
3006,TTWO,NASDAQ,Taketwo Interactive Software Inc,Technology,Computer Software Prepackaged Software
3007,TUES,NASDAQ,Tuesday Morning Corp,Consumer Services,Department Specialty Retail Stores
3008,TUR,NASDAQ,Ishares Msci Turkey Etf,Missing,Missing
3009,TURN,NASDAQ,180 Degree Capital Corp,Finance,Finance Investors Services
3010,TUSA,NASDAQ,First Trust Total Us Market Alphadex Etf,Missing,Missing
3011,TUSK,NASDAQ,Mammoth Energy Services Inc,Energy,Oilfield Services Equipment
3012,TVIX,NASDAQ,Credit Suisse Ag,Finance,Investment Bankers Brokers Service
3013,TVIZ,NASDAQ,Credit Suisse Ag,Finance,Investment Bankers Brokers Service
3014,TVTY,NASDAQ,Tivity Health Inc,Health Care,Hospital Nursing Management
3015,TWIN,NASDAQ,Twin Disc Incorporated,Technology,Industrial Machinery Components
3016,TWMC,NASDAQ,Trans World Entertainment Corp,Consumer Services,Consumer Electronics Video Chains
3017,TWNK,NASDAQ,Hostess Brands Inc,Consumer Nondurables,Packaged Foods
3018,TWNKW,NASDAQ,Hostess Brands Inc,Consumer Nondurables,Packaged Foods
3019,TWOU,NASDAQ,2U Inc,Technology,Computer Software Prepackaged Software
3020,TXMD,NASDAQ,Therapeuticsmd Inc,Health Care,Major Pharmaceuticals
3021,TXN,NASDAQ,Texas Instruments Incorporated,Technology,Semiconductors
3022,TXRH,NASDAQ,Texas Roadhouse Inc,Consumer Services,Restaurants
3023,TYHT,NASDAQ,Shineco Inc,Consumer Nondurables,Farming Seeds Milling
3024,TYME,NASDAQ,Tyme Technologies Inc,Health Care,Major Pharmaceuticals
3025,TYPE,NASDAQ,Monotype Imaging Holdings Inc,Technology,Edp Services
3026,TZOO,NASDAQ,Travelzoo,Technology,Edp Services
3027,UAE,NASDAQ,Ishares Msci Uae Etf,Missing,Missing
